Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Panwar tour and Travels,A/C Seater / Sleeper (2+2),05:00,09:30,04h 30m,1395.0,46 Seats available,1.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),02:00,05:00,03h 00m,399.0,18 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.Ltd,Non A/C Seater / Sleeper (2+1),02:15,05:30,03h 15m,500.0,13 Seats available,1.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
DIVYANSHU TRAVELS,A/C Sleeper (2+1),21:45,03:00,05h 15m,810.0,18 Seats available,1.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Royal Star Travels,AC Seater (2+2),14:00,18:00,04h 00m,359.0,28 Seats available,1.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),02:25,05:30,03h 05m,349.0,31 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),02:45,06:10,03h 25m,474.0,25 Seats available,2.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Chandani Travels,A/C Seater / Sleeper (2+2),02:45,06:30,03h 45m,449.0,46 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,A/C Seater/Sleeper (2+1),02:50,05:50,03h 00m,399.0,14 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),03:30,06:30,03h 00m,499.0,12 Seats available,1.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),03:45,06:30,02h 45m,495.0,40 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),03:50,06:35,02h 45m,600.0,37 Seats available,2.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater (2+2),04:00,06:00,02h 00m,297.0,32 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater (2+2),04:00,06:10,02h 10m,297.0,33 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),04:00,07:45,03h 45m,300.0,15 Seats available,2.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),04:30,07:55,03h 25m,509.0,45 Seats available,2.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,Bharat Benz A/C Seater /Sleeper (2+1),04:30,07:20,02h 50m,399.0,27 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Palak Travels,A/C Seater/Sleeper (2+1),04:30,07:30,03h 00m,1999.0,34 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),04:30,07:45,03h 15m,329.0,12 Seats available,2.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,Bharat Benz A/C Sleeper (2+1),05:30,08:20,02h 50m,348.0,22 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),06:00,09:45,03h 45m,450.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Royal Star Travels,AC Seater (2+2),14:45,18:45,04h 00m,449.0,25 Seats available,1.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Hans Travels (I) Private Limited,A/C Sleeper (2+1),06:00,09:30,03h 30m,400.0,29 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),06:10,08:00,01h 50m,2400.0,45 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),08:00,11:45,03h 45m,450.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),10:00,13:45,03h 45m,450.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Ashok tour and Travels,AC Seater (2+2),10:00,15:15,05h 15m,332.38,36 Seats available,1.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Ashok tour and Travels,AC Seater (2+2),11:00,16:15,05h 15m,284.76,35 Seats available,2.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),11:59,15:44,03h 45m,450.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
AGRA TRAVELSENSE,AC Seater (2+2),13:15,17:15,04h 00m,449.0,19 Seats available,1.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),14:00,17:45,03h 45m,450.0,32 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater (2+2),14:30,15:40,25h 10m,1999.0,45 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
RAWAT HOLIDAYS,A/C Seater (2+2),13:00,17:15,04h 15m,437.0,1 Seat available,1.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Ashok tour and Travels,AC Seater (2+2),14:30,19:45,05h 15m,332.38,36 Seats available,1.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),15:00,18:00,03h 00m,899.0,35 Seats available,2.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater (2+2),15:00,19:00,04h 00m,497.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),16:00,19:45,03h 45m,450.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
AGRA TRAVELSENSE,AC Seater (2+2),17:30,22:00,04h 30m,500.0,37 Seats available,2.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Ashok tour and Travels,AC Seater (2+2),18:00,23:15,05h 15m,332.38,36 Seats available,2.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),18:00,21:45,03h 45m,450.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),02:51,05:40,02h 49m,1499.0,27 Seats available,3.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),02:09,04:54,02h 45m,890.0,30 Seats available,3.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Arhaan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),03:30,07:15,03h 45m,1804.0,36 Seats available,3.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Arhaan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),03:50,06:50,03h 00m,1709.0,36 Seats available,3.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
FlixBus,Bharat Benz A/C Sleeper (2+1),05:15,08:55,03h 40m,739.29,36 Seats available,3.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),17:30,21:00,03h 30m,1089.0,37 Seats available,4.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),17:40,21:15,03h 35m,799.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:00,21:00,03h 00m,1599.0,35 Seats available,3.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),18:35,21:50,03h 15m,1099.0,35 Seats available,4.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Aadishakti Travels,Bharat Benz A/C Seater (2+2),19:40,22:50,03h 10m,1300.0,28 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Mahalaxmi Travels,A/C Sleeper (2+1),22:15,01:45,03h 30m,1349.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02:40,04h 10m,999.0,38 Seats available,3.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),22:50,02:15,03h 25m,999.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Sethi Yatra Company,A/C Seater / Sleeper (2+1),23:10,02:30,03h 20m,1234.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
RAWAT HOLIDAYS,A/C Seater (2+2),12:59,16:30,03h 31m,874.0,48 Seats available,1.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),23:30,03:10,03h 40m,1899.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SAFAR EXPRESS PVT LTD,AC Sleeper (2+1),00:30,04:00,03h 30m,1999.0,36 Seats available,2.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SAFAR EXPRESS PVT LTD,NON AC Seater / Sleeper 2+1,01:00,05:30,04h 30m,1200.0,40 Seats available,2.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Shishpal Bus Service,A/C Seater Push Back (2+2),15:10,20:00,04h 50m,1071.0,37 Seats available,2.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
New Yadav Vishwakarma Tour and Travels,Bharat Benz NON A/C sleeper (2+1),01:00,05:10,04h 10m,2999.0,30 Seats available,2.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.Ltd,VE A/C Sleeper (2+1),01:15,04:15,03h 00m,699.0,15 Seats available,2.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
New Yadav Vishwakarma Tour and Travels,Bharat Benz NON A/C sleeper (2+1),01:20,05:40,04h 20m,999.0,19 Seats available,2.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Shishpal Bus Service,A/C Seater (2+2),16:10,20:30,04h 20m,1071.0,45 Seats available,2.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+1),01:30,05:35,04h 05m,899.0,18 Seats available,2.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Metahills holidays,Scania A/C Semi Sleeper (2+2),01:45,05:45,04h 00m,1400.0,49 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Arhaan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),01:55,06:45,04h 50m,949.0,36 Seats available,2.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
New Shatabdi Travels,NON A/C Sleeper (2+1),02:00,06:30,04h 30m,4500.0,30 Seats available,1.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
New Yadav Vishwakarma Tour and Travels,Bharat Benz NON A/C sleeper (2+1),02:05,06:25,04h 20m,2900.0,20 Seats available,2.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),02:20,05:50,03h 30m,1199.0,34 Seats available,2.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Arhaan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),02:45,06:30,03h 45m,1804.0,36 Seats available,2.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
New shiv mahima travels express & cargo,NON AC Seater / Sleeper 2+1,03:00,06:30,03h 30m,1200.0,34 Seats available,2.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Vinay Travels,VE A/C Seater / Sleeper (2+1),03:45,07:35,03h 50m,790.0,38 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Palak Travels,A/C Seater/Sleeper (2+1),04:30,07:30,03h 00m,1999.0,40 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Palak Travels,A/C Seater/Sleeper (2+1),04:30,07:30,03h 00m,2199.0,34 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Shila Travels,A/C Seater / Sleeper (2+2),05:00,07:30,02h 30m,1590.0,26 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Vande Bharat Travels,A/C Seater / Sleeper (2+2),05:05,08:05,03h 00m,2189.52,54 Seats available,1.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Singh Tour & Travels,A/C Seater / Sleeper (2+2),05:30,08:30,03h 00m,1999.0,44 Seats available,0.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),05:45,09:50,04h 05m,2400.0,44 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),06:00,08:00,02h 00m,2299.0,45 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SAFAR EXPRESS PVT LTD,AC Sleeper (2+1),06:08,09:58,03h 50m,1500.0,36 Seats available,2.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),14:30,18:30,04h 00m,898.0,42 Seats available,2.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),15:15,19:30,04h 15m,899.0,36 Seats available,2.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
RAWAT HOLIDAYS,A/C Seater (2+2),11:59,15:30,03h 31m,874.0,45 Seats available,1.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Yolo Bus,Bharat Benz A/C Sleeper (2+1),15:30,18:07,02h 37m,1460.0,26 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
AGRA TRAVELSENSE,AC Seater (2+2),15:30,19:15,03h 45m,699.0,37 Seats available,1.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Falcon Tour And Travels,Volvo AC Seater (2+2),16:40,01:00,08h 20m,699.0,39 Seats available,2.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),17:00,21:00,04h 00m,1999.0,45 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+1),21:00,01:00,04h 00m,1399.0,31 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),21:20,01:10,03h 50m,1299.0,27 Seats available,1.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:10,01:40,03h 30m,1400.0,15 Seats available,2.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
KN Nehra Travels,A/C Seater / Sleeper (2+1),23:55,03:30,03h 35m,1299.0,24 Seats available,2.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:59,03:30,03h 31m,1099.0,26 Seats available,2.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),06:00,08:50,02h 50m,539.0,9 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
FlixBus,AC Seater (2+2),08:30,12:50,04h 20m,423.21,15 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),11:00,16:30,05h 30m,699.0,26 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
International Tourist Centre,AC Seater (2+2),11:45,15:45,04h 00m,799.0,35 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),21:40,02:45,05h 05m,799.0,36 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),22:00,02:25,04h 25m,599.0,39 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),22:30,01:50,03h 20m,599.0,20 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:00,00:30,01h 30m,391.0,40 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
FlixBus,AC Seater (2+2),22:45,02:45,04h 00m,398.21,18 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:00,03:00,04h 00m,401.0,39 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Blueworld tourist private limited,AC Seater (2+2),12:30,14:31,02h 01m,424.0,31 Seats available,1.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),22:45,01:10,02h 25m,521.0,47 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),Bharat Benz A/C Seater /Sleeper (2+1),01:05,05:20,04h 15m,799.0,1 Seat available,1.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),02:10,04:50,02h 40m,799.0,35 Seats available,1.8,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
VIP LUXURY TRIPS,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,03:30,04h 30m,399.0,38 Seats available,2.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),03:20,06:20,03h 00m,649.0,38 Seats available,1.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Blueworld tourist private limited,A/C Seater / Sleeper (2+2),11:50,13:51,02h 01m,624.0,32 Seats available,1.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
FlixBus,Bharat Benz A/C Seater (2+2),17:15,19:55,02h 40m,793.75,5 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Royal Safari India Travels,Bharat Benz A/C Seater (2+2),22:30,03:00,04h 30m,665.71,23 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
VIP LUXURY TRIPS,A/C Seater / Sleeper (2+2),22:45,03:00,04h 15m,599.0,44 Seats available,2.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
FlixBus,AC Seater (2+2),23:35,02:30,02h 55m,732.14,8 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
International Tourist Centre,A/C Seater / Sleeper (2+2),10:45,15:30,04h 45m,999.0,42 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
International Tourist Centre,AC Seater (2+2),13:15,16:00,02h 45m,1099.0,29 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Vijay Tour and Travels,Volvo A/C Sleeper (2+1),01:40,04:50,03h 10m,1399.0,42 Seats available,1.8,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Royal Safari India Travels,A/C Seater Push Back (2+2),22:00,02:30,04h 30m,1141.9,22 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Shree Hare Rama Travels,VE A/C Semi Sleeper (2+2),23:55,03:30,03h 35m,924.0,23 Seats available,2.5,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,1998.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:45,07:45,08h 00m,879.0,39 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15,06:45,09h 30m,679.0,37 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
AdFouji travels,A/C Seater / Sleeper (2+1),23:30,07:00,07h 30m,999.0,28 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),23:15,07:15,08h 00m,999.0,28 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:20,06:35,09h 15m,729.0,33 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,939.0,33 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
AdFouji travels,A/C Seater / Sleeper (2+1),22:50,05:55,07h 05m,999.0,46 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,07:15,08h 30m,659.0,40 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,05:45,08h 00m,769.0,40 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:50,07:30,07h 40m,799.0,11 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:40,06:55,08h 15m,709.0,39 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07:30,07h 35m,775.0,41 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,08:05,08h 20m,639.0,43 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:00,07:15,08h 15m,799.0,37 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,07:30,08h 00m,659.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:45,07:00,09h 15m,839.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,06:30,09h 30m,769.0,37 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,07:20,09h 20m,879.0,38 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),22:50,05:30,06h 40m,1899.0,37 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,07:05,08h 15m,689.0,46 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:05,07:30,08h 25m,969.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),09:20,16:50,07h 30m,1000.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:00,05:00,08h 00m,2499.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:00,07:00,08h 00m,819.0,39 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),21:30,05:15,07h 45m,1299.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
